,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,395,0calc_469,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,469
1,762,1800petmeds_197,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,197
2,974,1ink_627,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,627
3,45,90min_501,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell my personal information,501
4,335,airforce_786,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,786
5,652,alternet_173,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,173
6,759,artsy_102,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,102
7,294,ashleyfurniture_112,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,112
8,245,asknumbers_463,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,463
9,86,asos_685,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,685
10,222,bloomberg_1018,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1018
11,963,boldsky_867,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,867
12,609,brainpop_949,2-Feb,Check,"do not sell

2/2",No,Yes,Do not sell or share my personal information,949
13,3,breitbart_145,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,145
14,614,broadcom_637,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,637
15,73,businessinsider_1016,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1016
16,957,cirquedusoleil_999,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,999
17,754,cloudflare_508,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,508
18,423,cntraveler_586,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,586
19,331,co_849,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,849
20,529,coach_717,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,717
21,676,com_1006,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,1006
22,561,com_1011,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,1011
23,1069,com_149,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,149
24,381,com_161,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,161
25,856,com_271,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,271
26,990,com_587,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,587
27,983,com_871,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,871
28,530,com_997,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,997
29,146,competitor_496,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,496
30,685,convertunits_467,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,467
31,853,cvs_77,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,77
32,466,dailymotion_970,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,970
33,996,deviantart_96,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,96
34,358,deviantart_968,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,968
35,89,discogs_979,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell or share my personal information,979
36,871,dominos_35,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,35
37,575,dxl_742,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,742
38,410,economist_1029,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1029
39,890,entrepreneur_1023,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1023
40,997,eyebuydirect_772,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,772
41,185,eyebuydirect_774,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,774
42,641,flashscore_46,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,46
43,637,food_2,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,2
44,629,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
45,634,foodnetwork_971,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,971
46,507,freejobalert_923,1,Yes,"do not sell

""1",No,Yes,No,923
47,484,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
48,732,gilt_847,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,847
49,600,guru_907,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,907
50,122,harryanddavid_32,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,32
51,846,hemmings_807,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,807
52,912,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
53,1075,howstuffworks_444,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,444
54,705,howstuffworks_940,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,940
55,44,jared_718,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,718
56,546,katespade_715,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,715
57,328,kay_708,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,708
58,478,libertymutual_1059,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1059
59,496,libertymutual_1061,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1061
60,599,llbean_370,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,370
61,220,llbean_699,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,699
62,99,lumen_510,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,510
63,1015,malwarebytes_639,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,639
64,129,menswearhouse_739,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,739
65,115,metric-conversions_472,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,472
66,1034,mindbodygreen_14,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,14
67,795,mindbodygreen_86,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,86
68,128,mlb_503,13,Yes,"do not sell

13",No,Yes,Do not sell my personal information,503
69,61,nature_400,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,400
70,231,nature_426,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,426
71,493,nba_478,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,478
72,344,net_657,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,657
73,375,nutrisystem_56,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,56
74,1030,payscale_927,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,927
75,1066,pcworld_674,13,Yes,"do not sell

13",No,Yes,California residents: do not sell my info,674
76,791,porsche_821,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,821
77,279,prada_773,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,773
78,657,rapidtables_461,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,461
79,205,rawstory_168,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,168
80,850,rsc_419,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,419
81,271,saksfifthavenue_376,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,376
