,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,112,com_50,o/o,No,ional information CA Residents Only 0/0,Yes,Yes,California residents: do not sell my info,50
1,163,drugs_75,o/o,No,3Do not sell my personal information| 0/0,Yes,Yes,Do not sell my personal information,75
2,182,behance_899,o/o,No,iell or share my personal information| 0/0,Yes,Yes,Do not sell or share my personal information,899
3,201,behance_898,o/o,No,iell or share my personal information| 0/0,Yes,Yes,Do not sell or share my personal information,898
4,209,farmers_1074,o/o,No,1al Informationopens in new window| 0/0,Yes,Yes,Do not sell or share my personal information,1074
5,390,tomsguide_673,o/o,No,Do not sell my info 0/0,Yes,Yes,Do not sell my personal information,673
6,413,tomshardware_610,o/o,No,Do not sell my info 0/0,Yes,Yes,Do not sell my personal information,610
7,686,tomshardware_665,o/o,No,Do not sell my info 0/0,Yes,Yes,Do not sell my personal information,665
8,875,behance_920,o/o,No,iell or share my personal information| 0/0,Yes,Yes,Do not sell or share my personal information,920
9,895,pcmag_668,o/o,No,nformation(Opens in anew window)| 0/0,Yes,Yes,Do not sell my personal information,668
