,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,3,breitbart_145,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,145
1,42,newyorker_171,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,171
2,61,nature_400,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,400
3,72,usatoday_182,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,182
4,73,businessinsider_1016,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1016
5,128,dsw_759,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,759
6,129,mlb_503,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,503
7,130,menswearhouse_739,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,739
8,144,sears_366,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,366
9,153,travelchannel_583,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,583
10,186,eyebuydirect_774,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,774
11,197,joann_131,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,131
12,201,albertsons_34,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,34
13,206,rawstory_168,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,168
14,223,bloomberg_1018,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1018
15,232,nature_426,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,426
16,275,springer_230,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,230
17,280,prada_773,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,773
18,295,ashleyfurniture_112,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,112
19,301,zdnet_679,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,679
20,304,trivago_578,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,578
21,306,sleepnumber_113,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,113
22,329,kay_708,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,708
23,343,zara_692,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,692
24,382,com_161,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,161
25,411,economist_1029,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1029
26,419,thumbtack_277,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,277
27,438,fandango_986,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,986
28,447,toryburch_848,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,848
29,463,safeway_4,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,4
30,485,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
31,487,monster_921,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,921
32,494,nba_478,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,478
33,504,udemy_939,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,939
34,548,katespade_715,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,715
35,562,wonderhowto_947,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,947
36,575,thedailybeast_172,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,172
37,576,safeway_26,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,26
38,577,dxl_742,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,742
