,Index,Check,2023-03-31 Selenium Searchkey
0,0,True,
1,1,True,
2,2,True,
3,3,True,Do not sell or share my personal information.
4,4,True,Do Not Sell or Share My Personal Information
5,5,True,
6,6,True,
7,7,True,Do Not Sell or Share My Personal Info
8,8,True,Do Not Sell or Share My Personal Information
9,9,True,California Do Not Sell
10,10,True,
11,11,True,
12,12,True,
13,13,True,
14,14,True,
15,15,True,
16,16,True,
17,17,True,Do Not Sell My Information
18,18,True,Do Not Sell My Information
19,19,True,Do Not Sell My Information
20,20,True,
21,21,True,Do not sell or share my personal information
22,22,True,Do Not Sell or Share My Personal Information
23,23,True,
24,24,True,Do Not Sell or Share My Personal Information
25,25,True,
26,26,True,Do Not Sell or Share My Personal Information
27,27,True,
28,28,True,
29,29,True,
30,30,True,
31,31,True,Do Not Sell My Personal Information
32,32,True,
33,33,True,
34,34,True,Do Not Sell or Share My Personal Information
35,35,True,
36,36,True,
37,37,True,
38,38,True,
39,39,True,Do Not Sell or Share My Personal Information
40,40,True,Do Not Sell or Share My Personal Information
41,41,True,Do Not Sell or Share My Personal Information
42,42,True,
43,43,True,Do Not Sell My Info
44,44,True,Do Not Sell or Share My Personal Information
45,45,True,
46,46,True,
47,47,True,
48,48,True,
49,49,True,
50,50,True,Do Not Sell or Share My Personal Information or Limit the Use of My Sensitive Personal Information
51,51,True,Do Not Sell My Personal Information
52,52,True,Do Not Sell My Personal Information
53,53,True,
54,54,True,Do Not Sell My Personal Info
55,55,True,
56,56,True,
57,57,True,
58,58,True,
59,59,True,
60,60,True,
61,61,True,
62,62,True,Do Not Sell My Personal Information
63,63,True,
64,64,True,
65,65,True,
66,66,True,
67,67,True,
68,68,True,
69,69,True,Do Not Sell My Personal Information
70,70,True,
71,71,True,
72,72,True,
73,73,True,
74,74,True,Do Not Sell My Personal Information
75,75,True,
76,76,True,
77,77,True,
78,78,True,Do Not Sell My Personal Information
79,79,True,
80,80,True,Do Not Sell or Share My Personal Information
81,81,True,
82,82,True,
83,83,True,
84,84,True,
85,85,True,
86,86,True,
87,87,True,Do Not Sell My Personal Information
88,88,True,
89,89,True,
90,90,True,
91,91,True,
92,92,True,
93,93,True,Do not sell or share my personal information.
94,94,True,
95,95,True,
96,96,True,
97,97,True,Do not sell my personal information
98,98,True,Do Not Sell My Info
99,99,True,
100,100,True,
101,101,True,
102,102,True,
103,103,True,
104,104,True,Do Not Sell or Share My Personal Information
105,105,True,
106,106,True,
107,107,True,Do Not Sell Your Info
108,108,True,
109,109,True,Do not sell or share my personal information
110,110,True,California Customers Only: Do Not Sell My Info
111,111,True,Do Not Sell or Share My Personal Information
112,112,True,
113,113,True,
114,114,True,
115,115,True,Do not sell or share my personal information.
116,116,True,
117,117,True,Do not sell my info
118,118,True,
119,119,True,Do not sell my info
120,120,True,
121,121,True,
122,122,True,
123,123,True,
124,124,True,
125,125,True,
126,126,True,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
127,127,True,
128,128,True,
129,129,True,
130,130,True,Do Not Sell or Share My Personal Information
131,131,True,
132,132,True,
133,133,True,
134,134,True,
135,135,True,Do Not Sell My Personal Information
136,136,True,Do Not Sell or Share My Personal Information
137,137,True,Do Not Sell or Share My Info
138,138,True,
139,139,True,
140,140,True,
141,141,True,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
142,142,True,Do Not Sell or Share My Personal Information
143,143,True,
144,144,True,
145,145,True,
146,146,True,
147,147,True,
148,148,True,CA: Do Not Sell My Info
149,149,True,
150,150,True,
151,151,True,
152,152,True,Do Not Sell My Information
153,153,True,
154,154,True,
155,155,True,
156,156,True,
157,157,True,
158,158,True,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
159,159,True,Do Not Sell/Share My Personal Information
160,160,True,Do not sell my info
161,161,True,
162,162,True,
163,163,True,Do Not Sell or Share My Personal Information
164,164,True,Do Not Sell My Info
165,165,True,
166,166,True,Do Not Sell My Personal Information
167,167,True,Do Not Sell Or Share My Personal Information
168,168,True,
169,169,True,
170,170,True,
171,171,True,
172,172,True,
173,173,True,
174,174,True,
175,175,True,
176,176,True,Do not sell or share my personal information.
177,177,True,Do Not Sell/Share My Personal Information
178,178,True,Do not sell or share my personal information
179,179,True,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
180,180,True,Do Not Sell/Share My Personal Information
181,181,True,
182,182,True,
183,183,True,
184,184,True,Do Not Sell or Share My Personal Information
185,185,True,
186,186,True,Do Not Sell My Personal Information
187,187,True,
188,188,True,
189,189,True,
190,190,True,
191,191,True,
192,192,True,
193,193,True,
194,194,True,
195,195,True,
196,196,True,
197,197,True,
198,198,True,Do Not Sell My Personal Information
199,199,True,
200,200,True,
201,201,True,
202,202,True,
203,203,True,
204,204,True,
205,205,True,Do Not Sell Or Share My Personal Information
206,206,True,
207,207,True,
208,208,True,
209,209,True,
210,210,True,
211,211,True,
212,212,True,
213,213,True,
214,214,True,Do not sell or share my personal information.
215,215,True,DO NOT SELL MY INFORMATION
216,216,True,
217,217,True,Do not sell or share my personal information.
218,218,True,Do Not Sell or Share My Personal Information
219,219,True,
220,220,True,
221,221,True,
222,222,True,
223,223,True,
224,224,False,
225,225,False,
226,226,True,
227,227,True,
228,228,True,
229,229,True,
230,230,True,
231,231,True,
232,232,True,
233,233,True,DO NOT SELL MY INFO
234,234,True,
235,235,True,Do Not Sell My Info
236,236,True,
237,237,True,
238,238,True,Do Not Sell
239,239,True,
240,240,True,
241,241,True,
242,242,False,
243,243,True,
244,244,True,
245,245,True,
246,246,True,
247,247,True,
248,248,True,
249,249,True,
250,250,True,
251,251,True,
252,252,True,Do Not Sell or Share My Personal Information (Personal Data Opt-out)
253,253,True,
254,254,True,
255,255,True,
256,256,True,
257,257,True,
258,258,True,DO NOT SELL MY PERSONAL INFORMATION
259,259,False,
260,260,True,
261,261,True,Do Not Sell
262,262,True,
263,263,True,
264,264,True,
265,265,True,
266,266,True,
267,267,True,
268,268,True,
269,269,True,Do Not Sell My Personal Information
270,270,True,
271,271,True,
272,272,True,
273,273,True,
274,274,True,Do Not Sell
275,275,True,Do Not Sell
276,276,True,Do Not Sell My Personal Information
277,277,True,
278,278,True,
279,279,True,
280,280,True,Do not sell my info
281,281,True,
282,282,True,
283,283,True,
284,284,True,
285,285,True,
286,286,True,
287,287,True,
288,288,True,
289,289,True,Do Not Sell My Personal Information
290,290,True,
291,291,True,
292,292,True,
293,293,True,Do Not Sell My Information
294,294,True,Do Not Sell or Share My Personal Information
295,295,True,Do Not Sell or Share My Personal Information
296,296,True,Do Not Sell My Personal Information
297,297,True,
298,298,True,
299,299,True,Do Not Sell or Share My Personal Information / Personal Data Opt-out
300,300,True,Do Not Sell or Share My Personal Information
301,301,True,Do not sell my personal information.
302,302,True,CA Consumers: DO NOT SELL OR SHARE MY PERSONAL INFORMATION
303,303,True,Do Not Sell My Personal Information
304,304,True,
305,305,True,
306,306,True,
307,307,True,
308,308,True,
309,309,True,
310,310,True,Do Not Sell or Share My Personal Information
311,311,True,Do Not Sell or Share My Personal Information
312,312,True,Ad Opt out/ Do Not Sell My Personal Information
313,313,True,
314,314,True,
315,315,True,
316,316,True,Do Not Sell or Share My Personal Information / Personal Data Opt-out
317,317,True,
318,318,True,
319,319,True,Do Not Sell My Personal Information
320,320,True,
321,321,True,Do Not Sell My Information
322,322,True,
323,323,True,
324,324,True,
325,325,True,Do Not Sell My Personal Information
326,326,True,
327,327,True,
328,328,True,
329,329,False,
330,330,True,
331,331,True,
332,332,True,
333,333,True,
334,334,True,Do Not Sell My Information
335,335,True,
336,336,True,
337,337,False,
338,338,True,
339,339,True,
340,340,True,
341,341,True,
342,342,True,
343,343,True,
344,344,True,
345,345,True,
346,346,True,Do Not Sell My Personal Information
347,347,True,Do Not Sell or Share My Personal Information
348,348,True,
349,349,True,
350,350,True,
351,351,True,CA Do Not Sell/Share My Personal Information
352,352,True,
353,353,True,Do Not Sell or Share My Personal Information
354,354,True,
355,355,False,
356,356,True,Do Not Sell or Share My Personal Information
357,357,True,Do Not Sell or Share My Personal Information
358,358,True,Do Not Sell or Share My Personal Information
359,359,True,
360,360,True,
361,361,True,
362,362,True,
363,363,True,
364,364,True,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
365,365,True,Do Not Sell or Share My Personal Information
366,366,True,
367,367,True,
368,368,True,Do Not Sell Or Share My Personal Information
369,369,True,
370,370,True,
371,371,True,
372,372,True,Do Not Sell or Share My Personal Information
373,373,True,
374,374,True,
375,375,True,California Customers Only: Do Not Sell My Info
376,376,True,
377,377,True,Do Not Sell or Share My Personal Information
378,378,True,Do Not Sell or Share My Personal Information
379,379,True,
380,380,False,
381,381,True,Do not sell or share my personal information
382,382,True,DO NOT SELL MY INFO
383,383,True,
384,384,True,
385,385,True,
386,386,True,
387,387,True,Do Not Sell My Personal Information
388,388,True,
389,389,True,
390,390,True,
391,391,True,
392,392,True,
393,393,True,
394,394,True,
395,395,True,Do Not Sell My Info
396,396,True,Do not sell or share my personal information.
397,397,True,
398,398,True,
399,399,True,
400,400,True,
401,401,True,
402,402,True,Manage cookies/Do not sell my data
403,403,True,Do Not Sell My Info
404,404,True,
405,405,True,
406,406,True,
407,407,True,
408,408,True,
409,409,True,
410,410,True,
411,411,True,
412,412,True,
413,413,True,
414,414,True,
415,415,True,
416,416,True,
417,417,True,
418,418,True,
419,419,True,
420,420,True,Do Not Sell My Personal Information
421,421,True,Do Not Sell My Personal Information
422,422,True,
423,423,True,
424,424,True,
425,425,True,Do not sell or share my personal information
426,426,True,
427,427,True,
428,428,True,
429,429,True,
430,430,True,
431,431,True,
432,432,False,
433,433,True,
434,434,True,
435,435,True,
436,436,True,
437,437,True,
438,438,True,
439,439,True,
440,440,True,
441,441,True,
442,442,True,
443,443,True,
444,444,True,
445,445,True,Do not sell or share my personal information
446,446,True,Do not sell or share my personal information
447,447,True,
448,448,True,
449,449,True,
450,450,True,
451,451,True,
452,452,True,
453,453,True,
454,454,True,Do Not Sell My PI
455,455,True,
456,456,True,
457,457,True,
458,458,True,
459,459,True,
460,460,True,
461,461,True,
462,462,True,
463,463,True,
464,464,True,
465,465,True,
466,466,True,
467,467,True,
468,468,True,
469,469,True,
470,470,True,
471,471,True,
472,472,True,
473,473,True,
474,474,True,
475,475,True,
476,476,True,
477,477,True,
478,478,True,
479,479,True,
480,480,True,
481,481,True,Do not sell or share my personal information.
482,482,True,Do not sell or share my personal information.
483,483,True,
484,484,True,
485,485,True,
486,486,True,
487,487,True,
488,488,True,
489,489,True,
490,490,True,Do Not Sell or Share My Personal Information
491,491,True,
492,492,True,
493,493,True,Do Not Sell My Personal Information
494,494,True,
495,495,True,
496,496,True,
497,497,True,
498,498,True,Do Not Sell My Personal Information
499,499,True,Do Not Sell or Share My Personal Information
500,500,True,
501,501,True,
502,502,True,
503,503,True,
504,504,True,
505,505,True,DO NOT SELL MY PERSONAL INFORMATION
506,506,True,
507,507,True,Do Not Sell or Share My Personal Info
508,508,True,
509,509,True,
510,510,True,
511,511,True,
512,512,True,
513,513,True,
514,514,True,
515,515,True,
516,516,True,
517,517,True,
518,518,True,
519,519,True,
520,520,True,
521,521,True,
522,522,True,
523,523,True,
524,524,True,
525,525,True,
526,526,True,
527,527,True,
528,528,True,
529,529,True,
530,530,True,
531,531,True,
532,532,True,
533,533,True,
534,534,True,
535,535,True,
536,536,True,
537,537,True,Do Not Sell/Share My Personal Information
538,538,True,
539,539,True,
540,540,True,
541,541,True,
542,542,True,Do not sell my info
543,543,True,
544,544,True,
545,545,True,
546,546,True,
547,547,True,
548,548,True,
549,549,True,
550,550,True,CCPA / Do Not Sell My Info
551,551,True,
552,552,True,Do Not Sell or Share My Info
553,553,True,
554,554,True,Do Not Sell or Share My Personal Information
555,555,True,Do Not Sell My Personal Information
556,556,True,Do Not Sell My Personal Information
557,557,True,Do Not Sell My Personal Information
558,558,True,
559,559,True,
560,560,True,
561,561,True,
562,562,True,
563,563,True,
564,564,True,
565,565,True,
566,566,True,Do Not Sell My Personal Information
567,567,True,
568,568,True,
569,569,True,
570,570,True,
571,571,True,Do Not Sell My Personal Information
572,572,True,Do Not Sell or Share My Personal Information
573,573,True,
574,574,True,
575,575,True,
576,576,True,Do Not Sell My Personal Information
577,577,True,
578,578,True,
579,579,True,Do Not Sell or Share My Personal Information
580,580,True,Do not sell my information
581,581,True,
582,582,True,
583,583,True,
584,584,True,
585,585,True,
586,586,True,
587,587,True,
588,588,True,
589,589,True,
590,590,True,
591,591,True,
592,592,True,
593,593,True,CA Do Not Sell/Share My Personal Information
594,594,True,Do Not Sell or Share My Personal Information
595,595,True,
596,596,True,Do Not Sell My Data
597,597,True,Do Not Sell or Share My Personal information
598,598,True,Do Not Sell or Share My Personal Information
599,599,True,Do Not Sell Or Share My Personal Information
600,600,True,
601,601,True,
602,602,True,Do Not Sell Or Share My Personal Information
603,603,True,Do Not Sell My Personal Information
604,604,True,
605,605,True,
606,606,True,
607,607,True,
608,608,True,
609,609,True,
610,610,True,Do not sell or share my personal information
611,611,True,
612,612,True,
613,613,True,Do Not Sell or Share My Personal Information - Currently Sharing
614,614,True,
615,615,True,
616,616,True,
617,617,True,
618,618,True,
619,619,True,
620,620,True,
621,621,True,
622,622,True,
623,623,True,
624,624,True,
625,625,True,
626,626,True,
627,627,True,
628,628,True,Do not sell or share my info
629,629,True,Do Not Sell or Share My Personal Data
630,630,True,
631,631,True,Do not sell my info
632,632,True,Do Not Sell or Share My Personal Information
633,633,True,
634,634,True,
635,635,True,Do not sell or share my personal information
636,636,True,Do Not Sell or Share My Personal Data
637,637,True,
638,638,True,
639,639,True,
640,640,True,
641,641,True,
642,642,True,
643,643,True,
644,644,True,
645,645,True,
646,646,True,
647,647,True,
648,648,True,
649,649,True,
650,650,False,
651,651,False,
652,652,False,
653,653,False,
654,654,False,
655,655,False,
656,656,False,
657,657,False,
658,658,False,
659,659,False,
660,660,False,
661,661,False,
662,662,False,
663,663,False,
664,664,False,
665,665,False,
666,666,False,
667,667,False,
668,668,False,
669,669,False,
670,670,False,
671,671,False,
672,672,False,
673,673,False,
674,674,False,
675,675,False,
676,676,False,
677,677,False,
678,678,False,
679,679,False,
680,680,False,
681,681,False,
682,682,False,
683,683,False,
684,684,False,
685,685,False,
686,686,False,
687,687,False,
688,688,False,
689,689,False,
690,690,False,
691,691,False,
692,692,False,
693,693,False,
694,694,False,
695,695,False,
696,696,False,
697,697,False,
698,698,False,
699,699,False,
700,700,False,
701,701,False,
702,702,False,
703,703,False,
704,704,False,
705,705,False,
706,706,False,
707,707,False,
708,708,False,
