,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,149,joann_131,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,131
1,153,albertsons_34,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,34
2,212,springer_230,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,230
3,224,ashleyfurniture_112,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,112
4,233,sleepnumber_113,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,113
5,325,thumbtack_277,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,277
6,359,safeway_4,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,4
7,445,safeway_26,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,26
8,492,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
9,498,food_2,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,2
10,597,artsy_102,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,102
11,680,cvs_77,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,77
12,695,dominos_35,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,35
13,730,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
14,750,petco_195,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,195
