,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,976,1ink_627,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,627
1,200,albertsons_34,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,34
2,760,artsy_102,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,102
3,294,ashleyfurniture_112,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,112
4,865,belk_377,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,377
5,222,bloomberg_1018,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1018
6,610,brainpop_949,2-Feb,Check,"do not sell

2/2",No,Yes,Do not sell or share my personal information,949
7,73,businessinsider_1016,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1016
8,959,cirquedusoleil_999,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,999
9,755,cloudflare_508,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,508
10,530,coach_717,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,717
11,1071,com_149,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,149
12,985,com_871,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,871
13,855,cvs_77,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,77
14,873,dominos_35,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,35
15,127,dsw_759,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,759
16,576,dxl_742,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,742
17,410,economist_1029,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,1029
18,999,eyebuydirect_772,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,772
19,185,eyebuydirect_774,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,774
20,437,fandango_986,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,986
21,638,food_2,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,2
22,630,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
23,635,foodnetwork_971,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,971
24,484,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
25,733,gilt_847,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,847
26,914,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
27,1077,howstuffworks_444,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,444
28,706,howstuffworks_940,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,940
29,196,joann_131,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,131
30,547,katespade_715,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,715
31,328,kay_708,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,708
32,129,menswearhouse_739,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,739
33,128,mlb_503,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,503
34,486,monster_921,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,921
35,61,nature_400,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,400
36,231,nature_426,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,426
37,493,nba_478,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,478
38,1068,pcworld_674,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,674
39,936,petco_195,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,195
40,279,prada_773,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,773
41,575,safeway_26,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,26
42,462,safeway_4,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,4
43,271,saksfifthavenue_376,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,376
44,1013,saveur_585,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,585
45,143,sears_366,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,366
46,305,sleepnumber_113,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,113
47,274,springer_230,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,230
48,849,techadvisor_676,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,676
49,574,thedailybeast_172,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,172
50,418,thumbtack_277,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,277
51,756,toryburch_710,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,710
52,446,toryburch_848,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,848
53,152,travelchannel_583,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,583
54,303,trivago_578,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,578
55,651,udemy_885,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,885
56,503,udemy_939,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,939
