,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,0,mazdausa_825,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,825
1,2,neimanmarcus_373,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,373
2,7,com_3,1,Yes,ellor share my personalinformation| 1/1,Yes,Yes,Do not sell or share my personal information,3
3,8,livingsocial_310,2-Apr,Check,ell or Share My Personal information| 1/2,Yes,Yes,Do not sell or share my personal information,310
4,9,netflix_347,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,347
5,13,sorel_757,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,757
6,14,superpages_276,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,276
7,15,theverge_666,1,Yes,SELL OR SHARE MY PERSONAL INFO| 1/1,Yes,Yes,Do not sell or share my personal information,666
8,19,org_396,1,Yes,ellor share my personalinformation| 1/1,Yes,Yes,Do not sell or share my personal information,396
9,20,medicinenet_69,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,69
10,27,burlington_378,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,378
11,29,wsj_1017,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,1017
12,30,space_446,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,446
13,32,famousfootwear_762,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,762
14,38,nbcnews_169,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,169
15,40,marieclaire_862,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,862
16,47,grubhub_18,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,18
17,50,refinery29_857,1,Yes,Do Not Sell or Share My Info| Wi,Yes,Yes,Do not sell or share my personal information,857
18,62,latimes_184,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,184
19,63,instyle_865,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,865
20,65,wsj_146,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,146
21,70,com_21,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information,21
22,71,niche_1084,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,1084
23,76,salary_926,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,926
24,85,inc_1028,1,Yes,"DO NOTSELL MY DATA ""1",Yes,Yes,Do not sell my personal information,1028
25,87,nbcsports_487,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,487
26,88,livescience_425,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,425
27,94,walgreens_76,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,76
28,97,victoriassecret_688,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,688
29,101,sparknotes_888,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,888
30,102,offers_303,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,303
31,105,com_141,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,141
32,108,mcdonalds_39,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,39
33,110,bmwusa_816,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,816
34,115,thedodo_218,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,218
35,117,com_864,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,864
36,118,healthgrades_62,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,62
37,120,subway_40,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,40
38,121,last_982,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,982
39,125,autodesk_445,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information,445
40,128,dsw_759,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,759
41,131,cbssports_505,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,505
42,133,southwest_537,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,537
43,135,dice_904,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,904
44,137,footlocker_689,1,Yes,ell or Share my Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,689
45,138,vividseats_994,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,994
46,139,marthastewart_13,1,Yes,"calif

""1",Yes,Yes,California residents: do not sell my info,13
47,145,hobbylobby_130,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,130
48,151,addresses_280,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,280
49,159,dailywire_142,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,142
50,160,com_967,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,967
51,161,medscape_71,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,71
52,167,cdw_613,1,Yes,sonal Information - Currently Sharing] 1/1,Yes,Yes,Do not sell or share my personal information,613
53,171,kobo_252,1,Yes,Information (Personal Data Opt-out)| 1/1,Yes,Yes,Do not sell or share my personal information,252
54,174,whirlpool_602,1,Yes,ell Or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,602
55,176,macys_357,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,357
56,185,glasses_775,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,775
57,190,curbed_126,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,126
58,192,treehugger_116,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,116
59,193,victoriassecret_721,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,721
60,194,retailmenot_296,1,Yes,Do Not Sell My Personal infomation| 1/1,Yes,Yes,Do not sell my personal information,296
61,197,joann_131,1,Yes,Do Not Sell My info || Wi,Yes,Yes,Do not sell my personal information,131
62,199,cnn_958,1,Yes,ell Or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,958
63,204,groupon_294,2-Apr,Check,ell or Share My Personal information| 1/2,Yes,Yes,Do not sell or share my personal information,294
64,205,houzz_119,1,Yes,Do not sell or share my info| Wi,Yes,Yes,Do not sell or share my personal information,119
65,208,com_621,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,621
66,212,astrology_382,1,Yes,"DO NOTSELL MY INFO| ""1",Yes,Yes,Do not sell my personal information,382
67,215,colehaan_766,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,766
68,216,active_493,13,Yes,Do Not Sell My Personal information| 1/3,Yes,Yes,Do not sell my personal information,493
69,217,com_166,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,166
70,218,com_482,1,Yes,ellor share my personalinformation| 1/1,Yes,Yes,Do not sell or share my personal information,482
71,227,avast_631,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,631
72,234,com_217,1,Yes,ellor share my personalinformation| 1/1,Yes,Yes,Do not sell or share my personal information,217
73,236,pluralsight_952,1,Yes,to Not Sell or Share My Personal Data|_ 1/1,Yes,Yes,Do not sell or share my personal information,952
74,239,ray-ban_768,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,768
75,240,com_1027,1,Yes,tSell/Share My Personal Information| 1/1,Yes,,Do not sell or share my personal information,1027
76,242,net_681,1,Yes,Do Not Sell My Datal Wi,Yes,Yes,Do not sell my personal information,681
77,243,bizrate_312,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,312
78,245,zulily_300,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,300
79,247,politico_160,2-Apr,Check,Do not sell my info 4/2,Yes,Yes,Do not sell my personal information,160
80,248,boatshop24_833,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,833
81,253,shop_321,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,321
82,256,abt_603,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,603
83,270,urbanoutfitters_694,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,694
84,273,sunglasshut_769,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,769
85,275,marketwatch_1058,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,1058
86,278,truecar_798,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,798
87,280,etsy_95,1,Yes,Privacy /Do not sell my personal info| 1/1,Yes,Yes,Do not sell my personal information,95
