,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,976,1ink_627,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,627
1,200,albertsons_34,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,34
2,760,artsy_102,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,102
3,294,ashleyfurniture_112,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,112
4,222,bloomberg_1018,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1018
5,610,brainpop_949,2-Feb,Check,"do not sell

2/2",No,Yes,Do not sell my personal information,949
6,73,businessinsider_1016,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1016
7,959,cirquedusoleil_999,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,999
8,755,cloudflare_508,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,508
9,530,coach_717,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,717
10,214,colehaan_766,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,766
11,985,com_871,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,871
12,855,cvs_77,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,77
13,873,dominos_35,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,35
14,128,dsw_759,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,759
15,576,dxl_742,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,742
16,410,economist_1029,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1029
17,999,eyebuydirect_772,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,772
18,185,eyebuydirect_774,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,774
19,437,fandango_986,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,986
20,638,food_2,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,2
21,630,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
22,635,foodnetwork_971,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,971
23,484,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
24,733,gilt_847,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,847
25,914,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
26,1077,howstuffworks_444,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,444
27,707,howstuffworks_940,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,940
28,196,joann_131,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,131
29,1076,josbank_738,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,738
30,547,katespade_715,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,715
31,328,kay_708,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,708
32,130,menswearhouse_739,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,739
33,486,monster_921,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,921
34,61,nature_400,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,400
35,231,nature_426,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,426
36,493,nba_478,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,478
37,1068,pcworld_674,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,674
38,936,petco_195,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,195
39,337,petco_206,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,206
40,279,prada_773,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,773
41,575,safeway_26,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,26
42,462,safeway_4,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,4
43,1013,saveur_585,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,585
44,305,sleepnumber_113,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,113
45,274,springer_230,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,230
46,849,techadvisor_676,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,676
47,418,thumbtack_277,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,277
48,756,toryburch_710,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,710
49,446,toryburch_848,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,848
50,152,travelchannel_583,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,583
51,303,trivago_578,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,578
52,651,udemy_885,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,885
53,503,udemy_939,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,939
54,907,westmarine_837,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,837
55,561,wonderhowto_947,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,947
56,677,zales_706,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,706
57,342,zara_692,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,692
58,300,zdnet_679,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,679
