,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,762,1800petmeds_197,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,197
1,974,1ink_627,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,627
2,199,albertsons_34,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,34
3,907,allaboutcircuits_456,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,456
4,759,artsy_102,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,102
5,293,ashleyfurniture_112,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,112
6,221,bloomberg_1018,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1018
7,1043,bonappetit_16,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,16
8,608,brainpop_949,2-Feb,Check,"do not sell

2/2",No,Yes,Do not sell or share my personal information,949
9,73,businessinsider_1016,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1016
10,957,cirquedusoleil_999,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,999
11,754,cloudflare_508,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,508
12,528,coach_717,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,717
13,854,cvs_77,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,77
14,872,dominos_35,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,35
15,574,dxl_742,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,742
16,408,economist_1029,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,1029
17,997,eyebuydirect_772,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,772
18,184,eyebuydirect_774,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,774
19,636,food_2,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,2
20,628,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
21,633,foodnetwork_971,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,971
22,482,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
23,122,harryanddavid_32,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,32
24,912,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
