,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,396,0calc_469,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,469
1,976,1ink_627,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,627
2,336,airforce_786,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,786
3,201,albertsons_34,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,34
4,654,alternet_173,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,173
5,760,artsy_102,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,102
6,295,ashleyfurniture_112,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,112
7,865,belk_377,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,377
8,223,bloomberg_1018,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1018
9,965,boldsky_867,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,867
10,611,brainpop_949,2-Feb,Check,"do not sell

2/2",No,Yes,Do not sell or share my personal information,949
11,73,businessinsider_1016,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1016
12,755,cloudflare_508,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,508
13,531,coach_717,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,717
14,1071,com_149,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,149
15,992,com_587,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,587
16,985,com_871,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,871
17,532,com_997,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,997
18,687,convertunits_467,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,467
19,855,cvs_77,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,77
20,998,deviantart_96,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,96
21,873,dominos_35,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,35
22,577,dxl_742,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,742
23,411,economist_1029,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,1029
24,999,eyebuydirect_772,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,772
25,186,eyebuydirect_774,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,774
26,592,finishline_761,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,761
27,639,food_2,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,2
28,631,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
29,636,foodnetwork_971,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,971
30,485,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
31,734,gilt_847,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,847
32,123,harryanddavid_32,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,32
33,914,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
34,1077,howstuffworks_444,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,444
35,707,howstuffworks_940,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,940
36,44,jared_718,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,718
37,548,katespade_715,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,715
38,329,kay_708,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,708
39,479,libertymutual_1059,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1059
40,497,libertymutual_1061,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1061
41,1017,malwarebytes_639,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,639
42,130,menswearhouse_739,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,739
43,1036,mindbodygreen_14,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,14
44,796,mindbodygreen_86,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,86
45,129,mlb_503,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,503
46,61,nature_400,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,400
47,232,nature_426,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,426
48,494,nba_478,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,478
49,1068,pcworld_674,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,674
50,280,prada_773,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,773
51,659,rapidtables_461,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,461
52,206,rawstory_168,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,168
53,576,safeway_26,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,26
54,463,safeway_4,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,4
55,272,saksfifthavenue_376,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,376
56,900,salon_170,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,170
57,1013,saveur_585,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,585
58,144,sears_366,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,366
59,306,sleepnumber_113,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,113
60,275,springer_230,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,230
61,371,tasteofhome_11,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,11
62,849,techadvisor_676,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,676
63,575,thedailybeast_172,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,172
64,419,thumbtack_277,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,277
65,756,toryburch_710,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,710
66,447,toryburch_848,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,848
67,153,travelchannel_583,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,583
68,304,trivago_578,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,578
69,652,udemy_885,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,885
70,504,udemy_939,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,939
71,72,usatoday_182,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,182
72,752,washingtonexaminer_156,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,156
73,907,westmarine_837,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,837
74,562,wonderhowto_947,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,947
75,677,zales_706,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,706
76,343,zara_692,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,692
77,301,zdnet_679,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,679
