,url,Index,2023-01-31 Selenium,2023-02-18 Selenium
0,https://www.theblaze.com/,150,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
1,https://www.westernjournal.com/,151,,
2,https://theweek.com/,152,Do Not Sell My Information,Do Not Sell My Information
3,https://www.washingtontimes.com/,153,,
4,https://www.infowars.com/,154,,
5,https://www.lifenews.com/,155,,
6,https://www.washingtonexaminer.com/,156,,
7,https://www.cnn.com/,157,,
8,https://www.huffpost.com/,158,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
9,https://www.nytimes.com/,159,Do Not Sell/Share My Personal Information,Do Not Sell/Share My Personal Information
10,https://www.politico.com/,160,Do not sell my info,Do not sell my info
11,https://slate.com/,161,,
12,https://www.rollingstone.com/,162,,
13,https://abcnews.go.com/,163,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
14,https://www.dailykos.com/,164,Do Not Sell My Info,Do Not Sell My Info
15,https://www.washingtonpost.com/,165,,
16,https://time.com/,166,Do Not Sell My Personal Information,Do Not Sell My Personal Information
17,https://www.theatlantic.com/,167,Do Not Sell My Personal Information,Do Not Sell Or Share My Personal Information
18,https://www.rawstory.com/,168,,
19,https://www.nbcnews.com/,169,DO NOT SELL MY PERSONAL INFORMATION,DO NOT SELL MY PERSONAL INFORMATION
20,https://www.salon.com/,170,,
21,https://www.newyorker.com/,171,,
22,https://www.thedailybeast.com/,172,,
23,https://www.alternet.org/,173,,
24,https://www.politifact.com/,174,,
25,https://www.credoaction.com/,175,,
26,https://thinkprogress.org/,176,Do not sell or share my personal information.,Do not sell or share my personal information.
27,https://www.nytimes.com/,177,Do Not Sell/Share My Personal Information,Do Not Sell/Share My Personal Information
28,https://www.dailymail.co.uk/ushome/index.html,178,Do not sell or share my personal information,Do not sell or share my personal information
29,https://thehill.com/,179,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
30,https://www.nydailynews.com/,180,Do Not Sell/Share My Personal Information,Do Not Sell/Share My Personal Information
31,https://www.independent.co.uk/us,181,,
32,https://www.usatoday.com/,182,,
33,https://www.telegraph.co.uk/,183,,
34,https://www.latimes.com/,184,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
35,https://www.washingtonpost.com/,185,,
36,https://www.kickstarter.com/,186,Do Not Sell My Personal Information,Do Not Sell My Personal Information
37,https://www.gofundme.com/,187,,
38,https://www.patreon.com/,188,,
39,https://www.patreon.com/,189,,
40,https://www.lendingclub.com/,190,,
41,https://justgiving.com/,191,,
42,https://www.allaboutbirds.org/news/,192,,
43,https://www.audubon.org/,193,,
44,https://www.petsmart.com/,194,,
45,https://www.petco.com/shop/en/petcostore,195,,
46,https://www.chewy.com/,196,,
47,https://www.1800petmeds.com/,197,,
48,https://www.hillspet.com/,198,Do Not Sell My Personal Information,Do Not Sell My Personal Information
49,https://www.petcarerx.com/,199,,
50,https://www.petsuppliesplus.com/,200,,
51,https://www.akc.org/,201,,
52,https://iheartdogs.com/,202,,
53,https://dogtime.com/,203,,
54,https://www.petsmart.com/,204,,
55,https://www.petfinder.com/,205,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
56,https://www.petco.com/shop/en/petcostore,206,,
57,https://www.petmd.com/,207,,
58,https://www.adoptapet.com/,208,,
59,https://www.cesarsway.com/,209,,
60,https://www.vetstreet.com/,210,,
61,http://dogbreedinfo.com/,211,,
62,https://www.peta.org/,212,,
63,https://puppies.com/,213,,
64,https://www.backyardchickens.com/,214,Do not sell or share my personal information.,Do not sell or share my personal information.
65,https://www.dogster.com/,215,DO NOT SELL MY INFORMATION,
66,https://www.yourpurebredpuppy.com/,216,,
67,https://thecatsite.com/,217,Do not sell or share my personal information.,Do not sell or share my personal information.
68,https://www.thedodo.com/,218,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
69,https://www.amazon.com/,219,,
70,https://about.proquest.com/en/products-services/ebooks-main/,220,,
71,https://www.goodreads.com/,221,,
72,https://www.cambridge.org/,222,,
73,https://www.overstock.com/,223,,
74,https://www.scribd.com/,224,,Do not sell or share my personal information
75,https://www.barnesandnoble.com/,225,,
76,https://www.wattpad.com/,226,,
77,https://www.wiley.com/en-us,227,,
78,http://ebook3000.com/,228,,
79,https://www.hmhco.com/,229,,
80,https://www.springer.com/us,230,,
81,https://issuu.com/,231,,
82,https://www.audible.com/,232,,
83,https://www.chegg.com/,233,DO NOT SELL MY INFO,DO NOT SELL MY INFO
84,https://www.mheducation.com/,234,,
85,https://www.scholastic.com/home,235,Do Not Sell My Info,Do Not Sell My Info
86,https://www.jstor.org/,236,,
87,https://www.goodreads.com/,237,,
88,https://www.publishersweekly.com/,238,Do Not Sell,Do Not Sell
89,https://westeros.org/,239,,
90,https://www.nybooks.com/,240,,
91,https://www.librarything.com/,241,,
92,https://www.kirkusreviews.com/,242,,
93,https://ebookfriendly.com/,243,,
94,https://about.proquest.com/en/products-services/ebooks-main/,244,,
95,http://ebook3000.com/,245,,
96,https://www.wikibooks.org/,246,,
97,https://www.overdrive.com/,247,,
98,https://www.freemake.com/,248,,
99,https://www.bookdepository.com/,249,,
100,https://www.espn.com/,499,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
101,https://sports.yahoo.com/,500,,
102,https://www.90min.com/,501,,
103,https://www.si.com/,502,,
104,https://www.mlb.com/,503,,
105,https://www.foxsports.com/,504,,
106,https://www.cbssports.com/,505,DO NOT SELL MY PERSONAL INFORMATION,DO NOT SELL MY PERSONAL INFORMATION
107,https://skihood.com/,506,,
108,https://www.sbnation.com/,507,Do Not Sell or Share My Personal Info,Do Not Sell or Share My Personal Info
109,https://www.cloudflare.com/,508,,
110,https://www.akamai.com/,509,,
111,https://www.lumen.com/en-us/home.html,510,,
112,https://www.liquidweb.com/,511,,
113,https://edg.io/,512,,
114,https://www.keycdn.com/,513,,
115,https://www.equinix.com/,514,,
116,https://www.cdnetworks.com/,515,,
117,https://www.getambassador.com/,516,,
118,https://aws.amazon.com/?aws-products-all.sort-by=item.additionalFields.productNameLowercase&aws-products-all.sort-order=asc&awsf.re%3AInvent=*all&awsf.Free%20Tier%20Type=*all&awsf.tech-category=*all,517,,
119,https://outlook.live.com/owa/,518,,
120,https://www.icloud.com/,519,,
121,https://www.zoho.com/,520,,
122,http://www.inbox.com/tech/,521,,
123,https://proton.me/mail,522,,
124,https://www.google.com/,523,,
125,https://www.yahoo.com/,524,,
126,https://www.bing.com/?toWww=1&redig=8625D14D06664A41A50493BB87348445,525,,
127,https://www.ask.com/,526,,
128,https://hp.myway.com/myway/index.html,527,,
129,https://www.weebly.com/,528,,
130,https://www.wix.com/,529,,
131,https://www.squarespace.com/,530,,
132,https://www.jimdo.com/,531,,
133,https://www.smugmug.com/,532,,
134,http://www.wikidot.com/,533,,
135,https://www.webs.com/,534,,
136,https://www.tripod.lycos.com/,535,,
137,https://www.ucoz.com/#superFooter,536,,
138,https://www.southwest.com/,537,Do Not Sell/Share My Personal Information,Do Not Sell/Share My Personal Information
139,https://www.aa.com/homePage.do,538,,
140,https://www.united.com/en/us,539,,
141,https://www.delta.com/,540,,
142,https://www.ryanair.com/us/en,541,,
143,https://www.jetblue.com/,542,Do not sell my info,Do not sell my info
144,https://www.airasia.com/en/gb,543,,
145,https://www.spirit.com/,544,,
146,https://www.emirates.com/us/english/,545,,
147,https://www.qatarairways.com/en-us/homepage.html,546,,
148,https://www.britishairways.com/travel/home/public/en_us/,547,,
149,https://www.alaskaair.com/,548,,
150,https://www.ncbi.nlm.nih.gov/,399,,
151,https://www.nature.com/,400,,
152,https://plos.org/,401,,
153,https://www.biomedcentral.com/,402,Manage cookies/Do not sell my data,Manage cookies/Do not sell my data
154,https://www.innerbody.com/,403,Do Not Sell My Info,Do Not Sell My Info
155,https://www.cell.com/,404,,
156,https://www.expasy.org/,405,,
157,https://www.biologyonline.com/,406,,
158,https://www.jbc.org/,407,,
159,https://www.broadinstitute.org/,408,,
160,https://www.genome.gov/,409,,
161,https://www.ornl.gov/,410,,
162,https://www.hhmi.org/,411,,
163,https://www.genecards.org/,412,,
164,http://cshlp.org/,413,,
165,https://www.addgene.org/,414,,
166,https://www.neb.com/,415,,
167,https://medlineplus.gov/genetics/,416,,
168,https://www.epa.gov/,417,,
169,https://www.acs.org/content/acs/en.html,418,,
170,https://www.rsc.org/,419,,
171,https://www.webqc.org/,420,Do Not Sell My Personal Information,Do Not Sell My Personal Information
172,https://www.webqc.org/,421,Do Not Sell My Personal Information,Do Not Sell My Personal Information
173,https://www.cas.org/,422,,
174,https://www.noaa.gov/,423,,
175,https://www.nps.gov/index.htm,424,,
176,https://www.livescience.com/,425,Do not sell my info,Do not sell my info
177,https://www.nature.com/,426,,
178,https://www.epa.gov/,427,,
179,https://www.treehugger.com/,428,Do Not Sell My Personal Information,Do Not Sell My Personal Information
180,https://www.energy.gov/,429,,
181,https://www.ewg.org/,430,,
182,https://www.eia.gov/,431,,
183,https://fws.gov/,432,,
184,https://inhabitat.com/page/3/,433,,
185,https://www.nature.org/en-us/,434,,
186,https://www.greenpeace.org/global/,435,,
187,https://www.sierraclub.org/,436,,
188,http://nwf.org/,437,,
189,https://www.worldwildlife.org/,438,,
190,https://icwb.com/one-life,439,,
191,https://www.motherearthnews.com/,440,,
192,https://grist.org/,441,,
193,https://www.nasa.gov/,442,,
