,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
0,394,0calc_469,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,469
1,763,1800petmeds_197,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,197
2,976,1ink_627,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,627
3,45,90min_501,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell my personal information,501
4,334,airforce_786,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,786
5,201,albertsons_34,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,34
6,909,allaboutcircuits_456,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,456
7,651,alternet_173,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,173
8,760,artsy_102,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,102
9,294,ashleyfurniture_112,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,112
10,246,asknumbers_463,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,463
11,86,asos_685,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,685
12,749,astrologyanswers_383,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,383
13,865,belk_377,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,377
14,223,bloomberg_1018,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1018
15,965,boldsky_867,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,867
16,609,brainpop_949,2-Feb,Check,"do not sell

2/2",No,Yes,Do not sell or share my personal information,949
17,3,breitbart_145,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,145
18,614,broadcom_637,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,637
19,73,businessinsider_1016,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1016
20,959,cirquedusoleil_999,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,999
21,755,cloudflare_508,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,508
22,330,co_849,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,849
23,529,coach_717,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,717
24,676,com_1006,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,1006
25,1071,com_149,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,149
26,380,com_161,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,161
27,858,com_271,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,271
28,244,com_483,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,483
29,992,com_587,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,587
30,1049,com_73,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,73
31,985,com_871,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,871
32,530,com_997,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,997
33,147,competitor_496,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,496
34,685,convertunits_467,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,467
35,855,cvs_77,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,77
36,465,dailymotion_970,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,970
37,998,deviantart_96,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,96
38,357,deviantart_968,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,968
39,89,discogs_979,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell or share my personal information,979
40,1001,dogster_215,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,215
41,873,dominos_35,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,35
42,575,dxl_742,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,742
43,892,entrepreneur_1023,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1023
44,999,eyebuydirect_772,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,772
45,186,eyebuydirect_774,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,774
46,590,finishline_761,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,761
47,641,flashscore_46,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,46
48,637,food_2,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,2
49,629,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
50,634,foodnetwork_971,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,971
51,506,freejobalert_923,1,Yes,"do not sell

""1",No,No,,923
52,483,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
53,732,gilt_847,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,847
54,982,gsmarena_667,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,667
55,600,guru_907,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,907
56,123,harryanddavid_32,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,32
57,848,hemmings_807,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,807
58,914,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
